Date,Date Key,Month Key,Month,Quarter,Year,Year Quarter,Year Month,Year Month Key,Day Of Week Key,Day Of Week,Day Of Month
08-Oct-2022,20221008,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,7,Sat,8
09-Oct-2022,20221009,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,1,Sun,9
10-Oct-2022,20221010,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,2,Mon,10
11-Oct-2022,20221011,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,3,Tue,11
12-Oct-2022,20221012,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,4,Wed,12
13-Oct-2022,20221013,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,5,Thu,13
14-Oct-2022,20221014,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,6,Fri,14
15-Oct-2022,20221015,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,7,Sat,15
16-Oct-2022,20221016,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,1,Sun,16
17-Oct-2022,20221017,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,2,Mon,17
18-Oct-2022,20221018,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,3,Tue,18
19-Oct-2022,20221019,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,4,Wed,19
20-Oct-2022,20221020,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,5,Thu,20
21-Oct-2022,20221021,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,6,Fri,21
22-Oct-2022,20221022,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,7,Sat,22
23-Oct-2022,20221023,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,1,Sun,23
24-Oct-2022,20221024,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,2,Mon,24
25-Oct-2022,20221025,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,3,Tue,25
26-Oct-2022,20221026,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,4,Wed,26
27-Oct-2022,20221027,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,5,Thu,27
28-Oct-2022,20221028,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,6,Fri,28
29-Oct-2022,20221029,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,7,Sat,29
30-Oct-2022,20221030,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,1,Sun,30
31-Oct-2022,20221031,10,Oct,Q4,2022,2022 Q4,2022 Oct,202210,2,Mon,31
01-Nov-2022,20221101,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,3,Tue,1
02-Nov-2022,20221102,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,4,Wed,2
03-Nov-2022,20221103,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,5,Thu,3
04-Nov-2022,20221104,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,6,Fri,4
05-Nov-2022,20221105,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,7,Sat,5
06-Nov-2022,20221106,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,1,Sun,6
07-Nov-2022,20221107,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,2,Mon,7
08-Nov-2022,20221108,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,3,Tue,8
09-Nov-2022,20221109,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,4,Wed,9
10-Nov-2022,20221110,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,5,Thu,10
11-Nov-2022,20221111,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,6,Fri,11
12-Nov-2022,20221112,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,7,Sat,12
13-Nov-2022,20221113,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,1,Sun,13
14-Nov-2022,20221114,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,2,Mon,14
15-Nov-2022,20221115,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,3,Tue,15
16-Nov-2022,20221116,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,4,Wed,16
17-Nov-2022,20221117,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,5,Thu,17
18-Nov-2022,20221118,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,6,Fri,18
19-Nov-2022,20221119,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,7,Sat,19
20-Nov-2022,20221120,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,1,Sun,20
21-Nov-2022,20221121,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,2,Mon,21
22-Nov-2022,20221122,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,3,Tue,22
23-Nov-2022,20221123,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,4,Wed,23
24-Nov-2022,20221124,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,5,Thu,24
25-Nov-2022,20221125,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,6,Fri,25
26-Nov-2022,20221126,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,7,Sat,26
27-Nov-2022,20221127,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,1,Sun,27
28-Nov-2022,20221128,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,2,Mon,28
29-Nov-2022,20221129,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,3,Tue,29
30-Nov-2022,20221130,11,Nov,Q4,2022,2022 Q4,2022 Nov,202211,4,Wed,30
01-Dec-2022,20221201,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,5,Thu,1
02-Dec-2022,20221202,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,6,Fri,2
03-Dec-2022,20221203,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,7,Sat,3
04-Dec-2022,20221204,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,1,Sun,4
05-Dec-2022,20221205,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,2,Mon,5
06-Dec-2022,20221206,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,3,Tue,6
07-Dec-2022,20221207,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,4,Wed,7
08-Dec-2022,20221208,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,5,Thu,8
09-Dec-2022,20221209,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,6,Fri,9
10-Dec-2022,20221210,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,7,Sat,10
11-Dec-2022,20221211,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,1,Sun,11
12-Dec-2022,20221212,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,2,Mon,12
13-Dec-2022,20221213,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,3,Tue,13
14-Dec-2022,20221214,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,4,Wed,14
15-Dec-2022,20221215,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,5,Thu,15
16-Dec-2022,20221216,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,6,Fri,16
17-Dec-2022,20221217,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,7,Sat,17
18-Dec-2022,20221218,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,1,Sun,18
19-Dec-2022,20221219,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,2,Mon,19
20-Dec-2022,20221220,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,3,Tue,20
21-Dec-2022,20221221,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,4,Wed,21
22-Dec-2022,20221222,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,5,Thu,22
23-Dec-2022,20221223,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,6,Fri,23
24-Dec-2022,20221224,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,7,Sat,24
25-Dec-2022,20221225,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,1,Sun,25
26-Dec-2022,20221226,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,2,Mon,26
27-Dec-2022,20221227,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,3,Tue,27
28-Dec-2022,20221228,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,4,Wed,28
29-Dec-2022,20221229,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,5,Thu,29
30-Dec-2022,20221230,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,6,Fri,30
31-Dec-2022,20221231,12,Dec,Q4,2022,2022 Q4,2022 Dec,202212,7,Sat,31
01-Jan-2023,20230101,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,1,Sun,1
02-Jan-2023,20230102,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,2,Mon,2
03-Jan-2023,20230103,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,3,Tue,3
04-Jan-2023,20230104,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,4,Wed,4
05-Jan-2023,20230105,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,5,Thu,5
06-Jan-2023,20230106,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,6,Fri,6
07-Jan-2023,20230107,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,7,Sat,7
08-Jan-2023,20230108,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,1,Sun,8
09-Jan-2023,20230109,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,2,Mon,9
10-Jan-2023,20230110,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,3,Tue,10
11-Jan-2023,20230111,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,4,Wed,11
12-Jan-2023,20230112,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,5,Thu,12
13-Jan-2023,20230113,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,6,Fri,13
14-Jan-2023,20230114,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,7,Sat,14
15-Jan-2023,20230115,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,1,Sun,15
16-Jan-2023,20230116,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,2,Mon,16
17-Jan-2023,20230117,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,3,Tue,17
18-Jan-2023,20230118,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,4,Wed,18
19-Jan-2023,20230119,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,5,Thu,19
20-Jan-2023,20230120,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,6,Fri,20
21-Jan-2023,20230121,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,7,Sat,21
22-Jan-2023,20230122,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,1,Sun,22
23-Jan-2023,20230123,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,2,Mon,23
24-Jan-2023,20230124,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,3,Tue,24
25-Jan-2023,20230125,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,4,Wed,25
26-Jan-2023,20230126,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,5,Thu,26
27-Jan-2023,20230127,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,6,Fri,27
28-Jan-2023,20230128,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,7,Sat,28
29-Jan-2023,20230129,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,1,Sun,29
30-Jan-2023,20230130,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,2,Mon,30
31-Jan-2023,20230131,1,Jan,Q1,2023,2023 Q1,2023 Jan,202301,3,Tue,31
01-Feb-2023,20230201,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,4,Wed,1
02-Feb-2023,20230202,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,5,Thu,2
03-Feb-2023,20230203,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,6,Fri,3
04-Feb-2023,20230204,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,7,Sat,4
05-Feb-2023,20230205,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,1,Sun,5
06-Feb-2023,20230206,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,2,Mon,6
07-Feb-2023,20230207,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,3,Tue,7
08-Feb-2023,20230208,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,4,Wed,8
09-Feb-2023,20230209,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,5,Thu,9
10-Feb-2023,20230210,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,6,Fri,10
11-Feb-2023,20230211,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,7,Sat,11
12-Feb-2023,20230212,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,1,Sun,12
13-Feb-2023,20230213,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,2,Mon,13
14-Feb-2023,20230214,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,3,Tue,14
15-Feb-2023,20230215,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,4,Wed,15
16-Feb-2023,20230216,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,5,Thu,16
17-Feb-2023,20230217,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,6,Fri,17
18-Feb-2023,20230218,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,7,Sat,18
19-Feb-2023,20230219,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,1,Sun,19
20-Feb-2023,20230220,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,2,Mon,20
21-Feb-2023,20230221,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,3,Tue,21
22-Feb-2023,20230222,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,4,Wed,22
23-Feb-2023,20230223,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,5,Thu,23
24-Feb-2023,20230224,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,6,Fri,24
25-Feb-2023,20230225,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,7,Sat,25
26-Feb-2023,20230226,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,1,Sun,26
27-Feb-2023,20230227,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,2,Mon,27
28-Feb-2023,20230228,2,Feb,Q1,2023,2023 Q1,2023 Feb,202302,3,Tue,28
01-Mar-2023,20230301,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,4,Wed,1
02-Mar-2023,20230302,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,5,Thu,2
03-Mar-2023,20230303,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,6,Fri,3
04-Mar-2023,20230304,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,7,Sat,4
05-Mar-2023,20230305,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,1,Sun,5
06-Mar-2023,20230306,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,2,Mon,6
07-Mar-2023,20230307,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,3,Tue,7
08-Mar-2023,20230308,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,4,Wed,8
09-Mar-2023,20230309,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,5,Thu,9
10-Mar-2023,20230310,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,6,Fri,10
11-Mar-2023,20230311,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,7,Sat,11
12-Mar-2023,20230312,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,1,Sun,12
13-Mar-2023,20230313,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,2,Mon,13
14-Mar-2023,20230314,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,3,Tue,14
15-Mar-2023,20230315,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,4,Wed,15
16-Mar-2023,20230316,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,5,Thu,16
17-Mar-2023,20230317,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,6,Fri,17
18-Mar-2023,20230318,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,7,Sat,18
19-Mar-2023,20230319,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,1,Sun,19
20-Mar-2023,20230320,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,2,Mon,20
21-Mar-2023,20230321,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,3,Tue,21
22-Mar-2023,20230322,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,4,Wed,22
23-Mar-2023,20230323,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,5,Thu,23
24-Mar-2023,20230324,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,6,Fri,24
25-Mar-2023,20230325,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,7,Sat,25
26-Mar-2023,20230326,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,1,Sun,26
27-Mar-2023,20230327,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,2,Mon,27
28-Mar-2023,20230328,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,3,Tue,28
29-Mar-2023,20230329,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,4,Wed,29
30-Mar-2023,20230330,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,5,Thu,30
31-Mar-2023,20230331,3,Mar,Q1,2023,2023 Q1,2023 Mar,202303,6,Fri,31
01-Apr-2023,20230401,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,7,Sat,1
02-Apr-2023,20230402,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,1,Sun,2
03-Apr-2023,20230403,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,2,Mon,3
04-Apr-2023,20230404,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,3,Tue,4
05-Apr-2023,20230405,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,4,Wed,5
06-Apr-2023,20230406,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,5,Thu,6
07-Apr-2023,20230407,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,6,Fri,7
08-Apr-2023,20230408,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,7,Sat,8
09-Apr-2023,20230409,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,1,Sun,9
10-Apr-2023,20230410,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,2,Mon,10
11-Apr-2023,20230411,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,3,Tue,11
12-Apr-2023,20230412,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,4,Wed,12
13-Apr-2023,20230413,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,5,Thu,13
14-Apr-2023,20230414,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,6,Fri,14
15-Apr-2023,20230415,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,7,Sat,15
16-Apr-2023,20230416,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,1,Sun,16
17-Apr-2023,20230417,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,2,Mon,17
18-Apr-2023,20230418,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,3,Tue,18
19-Apr-2023,20230419,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,4,Wed,19
20-Apr-2023,20230420,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,5,Thu,20
21-Apr-2023,20230421,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,6,Fri,21
22-Apr-2023,20230422,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,7,Sat,22
23-Apr-2023,20230423,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,1,Sun,23
24-Apr-2023,20230424,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,2,Mon,24
25-Apr-2023,20230425,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,3,Tue,25
26-Apr-2023,20230426,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,4,Wed,26
27-Apr-2023,20230427,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,5,Thu,27
28-Apr-2023,20230428,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,6,Fri,28
29-Apr-2023,20230429,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,7,Sat,29
30-Apr-2023,20230430,4,Apr,Q2,2023,2023 Q2,2023 Apr,202304,1,Sun,30
01-May-2023,20230501,5,May,Q2,2023,2023 Q2,2023 May,202305,2,Mon,1
02-May-2023,20230502,5,May,Q2,2023,2023 Q2,2023 May,202305,3,Tue,2
03-May-2023,20230503,5,May,Q2,2023,2023 Q2,2023 May,202305,4,Wed,3
04-May-2023,20230504,5,May,Q2,2023,2023 Q2,2023 May,202305,5,Thu,4
05-May-2023,20230505,5,May,Q2,2023,2023 Q2,2023 May,202305,6,Fri,5
06-May-2023,20230506,5,May,Q2,2023,2023 Q2,2023 May,202305,7,Sat,6
07-May-2023,20230507,5,May,Q2,2023,2023 Q2,2023 May,202305,1,Sun,7
08-May-2023,20230508,5,May,Q2,2023,2023 Q2,2023 May,202305,2,Mon,8
09-May-2023,20230509,5,May,Q2,2023,2023 Q2,2023 May,202305,3,Tue,9
10-May-2023,20230510,5,May,Q2,2023,2023 Q2,2023 May,202305,4,Wed,10
11-May-2023,20230511,5,May,Q2,2023,2023 Q2,2023 May,202305,5,Thu,11
12-May-2023,20230512,5,May,Q2,2023,2023 Q2,2023 May,202305,6,Fri,12
13-May-2023,20230513,5,May,Q2,2023,2023 Q2,2023 May,202305,7,Sat,13
14-May-2023,20230514,5,May,Q2,2023,2023 Q2,2023 May,202305,1,Sun,14
15-May-2023,20230515,5,May,Q2,2023,2023 Q2,2023 May,202305,2,Mon,15
16-May-2023,20230516,5,May,Q2,2023,2023 Q2,2023 May,202305,3,Tue,16
17-May-2023,20230517,5,May,Q2,2023,2023 Q2,2023 May,202305,4,Wed,17
18-May-2023,20230518,5,May,Q2,2023,2023 Q2,2023 May,202305,5,Thu,18
19-May-2023,20230519,5,May,Q2,2023,2023 Q2,2023 May,202305,6,Fri,19
20-May-2023,20230520,5,May,Q2,2023,2023 Q2,2023 May,202305,7,Sat,20
21-May-2023,20230521,5,May,Q2,2023,2023 Q2,2023 May,202305,1,Sun,21
22-May-2023,20230522,5,May,Q2,2023,2023 Q2,2023 May,202305,2,Mon,22
23-May-2023,20230523,5,May,Q2,2023,2023 Q2,2023 May,202305,3,Tue,23
24-May-2023,20230524,5,May,Q2,2023,2023 Q2,2023 May,202305,4,Wed,24
25-May-2023,20230525,5,May,Q2,2023,2023 Q2,2023 May,202305,5,Thu,25
26-May-2023,20230526,5,May,Q2,2023,2023 Q2,2023 May,202305,6,Fri,26
27-May-2023,20230527,5,May,Q2,2023,2023 Q2,2023 May,202305,7,Sat,27
28-May-2023,20230528,5,May,Q2,2023,2023 Q2,2023 May,202305,1,Sun,28
29-May-2023,20230529,5,May,Q2,2023,2023 Q2,2023 May,202305,2,Mon,29
30-May-2023,20230530,5,May,Q2,2023,2023 Q2,2023 May,202305,3,Tue,30
31-May-2023,20230531,5,May,Q2,2023,2023 Q2,2023 May,202305,4,Wed,31
01-Jun-2023,20230601,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,5,Thu,1
02-Jun-2023,20230602,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,6,Fri,2
03-Jun-2023,20230603,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,7,Sat,3
04-Jun-2023,20230604,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,1,Sun,4
05-Jun-2023,20230605,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,2,Mon,5
06-Jun-2023,20230606,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,3,Tue,6
07-Jun-2023,20230607,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,4,Wed,7
08-Jun-2023,20230608,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,5,Thu,8
09-Jun-2023,20230609,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,6,Fri,9
10-Jun-2023,20230610,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,7,Sat,10
11-Jun-2023,20230611,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,1,Sun,11
12-Jun-2023,20230612,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,2,Mon,12
13-Jun-2023,20230613,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,3,Tue,13
14-Jun-2023,20230614,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,4,Wed,14
15-Jun-2023,20230615,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,5,Thu,15
16-Jun-2023,20230616,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,6,Fri,16
17-Jun-2023,20230617,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,7,Sat,17
18-Jun-2023,20230618,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,1,Sun,18
19-Jun-2023,20230619,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,2,Mon,19
20-Jun-2023,20230620,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,3,Tue,20
21-Jun-2023,20230621,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,4,Wed,21
22-Jun-2023,20230622,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,5,Thu,22
23-Jun-2023,20230623,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,6,Fri,23
24-Jun-2023,20230624,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,7,Sat,24
25-Jun-2023,20230625,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,1,Sun,25
26-Jun-2023,20230626,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,2,Mon,26
27-Jun-2023,20230627,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,3,Tue,27
28-Jun-2023,20230628,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,4,Wed,28
29-Jun-2023,20230629,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,5,Thu,29
30-Jun-2023,20230630,6,Jun,Q2,2023,2023 Q2,2023 Jun,202306,6,Fri,30
01-Jul-2023,20230701,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,7,Sat,1
02-Jul-2023,20230702,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,1,Sun,2
03-Jul-2023,20230703,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,2,Mon,3
04-Jul-2023,20230704,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,3,Tue,4
05-Jul-2023,20230705,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,4,Wed,5
06-Jul-2023,20230706,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,5,Thu,6
07-Jul-2023,20230707,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,6,Fri,7
08-Jul-2023,20230708,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,7,Sat,8
09-Jul-2023,20230709,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,1,Sun,9
10-Jul-2023,20230710,7,Jul,Q3,2023,2023 Q3,2023 Jul,202307,2,Mon,10
